t	h	T	H2	H	O	O2	OH	H2O	H2O2	H02	masa
9.698934811e-007	1e-011	300	-44338041.85	751192197.2	9168244.189	110213186.2	403325123.3	2480541732	765.5870812	110.946133	10.74154088
9.717549629e-007	1e-011	300	-44607668.71	752768215	9191655.982	110230982.3	404243878	2494986932	766.2430865	111.0602618	10.79494246
9.736176416e-007	1e-011	300	-44877472.71	754345368.9	9215105.679	110248766.9	405163384.6	2509494379	766.898686	111.1742265	10.84856223
9.754815168e-007	1e-011	300	-45147453.78	755923658.3	9238593.293	110266540	406083642.7	2524064265	767.5538804	111.2880273	10.90240085
9.773465882e-007	1e-011	300	-45417611.87	757503082.7	9262118.839	110284301.6	407004652	2538696782	768.208671	111.4016645	10.95645898
9.792128555e-007	1e-011	300	-45687946.92	759083641.5	9285682.333	110302051.6	407926412	2553392123	768.8630587	111.5151385	11.01073728
9.810803184e-007	1e-011	300	-45958458.88	760665334.1	9309283.789	110319790.1	408848922.4	2568150480	769.5170445	111.6284495	11.06523643
9.829489764e-007	1e-011	300	-46229147.7	762248160.1	9332923.222	110337516.9	409772182.8	2582972045	770.1706295	111.7415978	11.11995708
9.848188293e-007	1e-011	300	-46500013.31	763832118.8	9356600.646	110355232.2	410696192.8	2597857014	770.8238146	111.8545837	11.17489991
9.866898767e-007	1e-011	300	-46771055.66	765417209.8	9380316.077	110372935.9	411620952.1	2612805579	771.4766008	111.9674075	11.23006558
9.885621183e-007	1e-011	300	-47042274.69	767003432.4	9404069.529	110390627.9	412546460.2	2627817935	772.1289891	112.0800695	11.28545477
9.904355536e-007	1e-011	300	-47313670.35	768590786.1	9427861.016	110408308.2	413472716.8	2642894276	772.7809806	112.19257	11.34106816
9.923101825e-007	1e-011	300	-47585242.59	770179270.4	9451690.553	110425976.8	414399721.6	2658034797	773.4325761	112.3049093	11.3969064
9.941860045e-007	1e-011	300	-47856991.34	771768884.7	9475558.155	110443633.7	415327474.1	2673239695	774.0837767	112.4170877	11.45297019
9.960630194e-007	1e-011	300	-48128916.55	773359628.5	9499463.836	110461278.8	416255973.9	2688509163	774.7345834	112.5291055	11.50926019
9.979412267e-007	1e-011	300	-48401018.16	774951501.2	9523407.611	110478912.2	417185220.8	2703843400	775.384997	112.6409629	11.56577709
9.998206261e-007	1e-011	300	-48673296.12	776544502.3	9547389.494	110496533.8	418115214.3	2719242601	776.0350187	112.7526602	11.62252156
1.001701217e-006	1e-011	300	-48945750.37	778138631.3	9571409.499	110514143.6	419045954.1	2734706963	776.6846492	112.8641979	11.67949428
1.003583e-006	1e-011	300	-49218380.86	779733887.7	9595467.642	110531741.6	419977439.8	2750236683	777.3338897	112.975576	11.73669593
1.005465974e-006	1e-011	300	-49491187.52	781330270.7	9619563.936	110549327.7	420909671	2765831960	777.9827409	113.086795	11.79412721
1.007350138e-006	1e-011	300	-49764170.31	782927780.1	9643698.396	110566901.9	421842647.4	2781492991	778.631204	113.1978551	11.85178878
1.009235493e-006	1e-011	300	-50037329.17	784526415.1	9667871.036	110584464.3	422776368.6	2797219975	779.2792797	113.3087566	11.90968135
1.011122038e-006	1e-011	300	-50310664.04	786126175.3	9692081.87	110602014.7	423710834.2	2813013111	779.9269691	113.4194999	11.96780559
1.013009772e-006	1e-011	300	-50584174.86	787727060.1	9716330.913	110619553.1	424646043.9	2828872597	780.574273	113.530085	12.02616219
1.014898697e-006	1e-011	300	-50857861.59	789329069	9740618.179	110637079.7	425581997.3	2844798635	781.2211925	113.6405125	12.08475185
1.01678881e-006	1e-011	300	-51131724.15	790932201.5	9764943.682	110654594.2	426518694	2860791422	781.8677283	113.7507826	12.14357526
1.018680111e-006	1e-011	300	-51405762.51	792536457	9789307.436	110672096.7	427456133.7	2876851161	782.5138815	113.8608954	12.2026331
1.020572601e-006	1e-011	300	-51679976.6	794141835	9813709.455	110689587.2	428394316.1	2892978051	783.1596529	113.9708515	12.26192607
1.02246628e-006	1e-011	300	-51954366.36	795748334.9	9838149.754	110707065.6	429333240.6	2909172295	783.8050435	114.0806509	12.32145487
1.024361145e-006	1e-011	300	-52228931.75	797355956.3	9862628.347	110724532	430272907.1	2925434093	784.450054	114.190294	12.3812202
1.026257198e-006	1e-011	300	-52503672.7	798964698.6	9887145.247	110741986.2	431213315.2	2941763647	785.0946856	114.2997812	12.44122274
1.028154439e-006	1e-011	300	-52778589.16	800574561.2	9911700.469	110759428.4	432154464.4	2958161161	785.7389389	114.4091126	12.50146321
1.030052865e-006	1e-011	300	-53053681.07	802185543.7	9936294.026	110776858.4	433096354.4	2974626836	786.382815	114.5182886	12.5619423
1.031952478e-006	1e-011	300	-53328948.38	803797645.6	9960925.933	110794276.2	434038984.9	2991160876	787.0263147	114.6273094	12.62266071
1.033853277e-006	1e-011	300	-53604391.03	805410866.2	9985596.204	110811681.9	434982355.5	3007763484	787.6694388	114.7361754	12.68361915
1.035755262e-006	1e-011	300	-53880008.96	807025205	10010304.85	110829075.3	435926465.9	3024434865	788.3121883	114.8448867	12.74481832
1.037658431e-006	1e-011	300	-54155802.12	808640661.7	10035051.89	110846456.6	436871315.6	3041175222	788.954564	114.9534438	12.80625893
1.039562786e-006	1e-011	300	-54431770.46	810257235.5	10059837.34	110863825.6	437816904.5	3057984760	789.5965668	115.0618468	12.86794169
1.041468325e-006	1e-011	300	-54707913.92	811874926	10084661.2	110881182.3	438763232	3074863685	790.2381975	115.1700961	12.92986729
1.043375049e-006	1e-011	300	-54984232.44	813493732.7	10109523.49	110898526.7	439710297.8	3091812202	790.8794571	115.2781919	12.99203647
1.045282956e-006	1e-011	300	-55260725.97	815113655.1	10134424.24	110915858.8	440658101.7	3108830516	791.5203463	115.3861346	13.05444992
1.047192047e-006	1e-011	300	-55537394.44	816734692.5	10159363.44	110933178.6	441606643.2	3125918834	792.160866	115.4939244	13.11710836
1.049102321e-006	1e-011	300	-55814237.82	818356844.6	10184341.12	110950486	442555922	3143077364	792.801017	115.6015615	13.1800125
1.051013778e-006	1e-011	300	-56091256.03	819980110.8	10209357.28	110967781.1	443505937.7	3160306310	793.4408003	115.7090463	13.24316306
1.052926418e-006	1e-011	300	-56368449.03	821604490.5	10234411.94	110985063.7	444456690	3177605883	794.0802165	115.816379	13.30656075
1.054840239e-006	1e-011	300	-56645816.75	823229983.3	10259505.12	111002334	445408178.6	3194976288	794.7192667	115.92356	13.3702063
1.056755243e-006	1e-011	300	-56923359.15	824856588.7	10284636.83	111019591.8	446360403.1	3212417734	795.3579514	116.0305894	13.43410043
1.058671428e-006	1e-011	300	-57201076.17	826484306.1	10309807.08	111036837.1	447313363.1	3229930431	795.9962717	116.1374676	13.49824385
1.060588794e-006	1e-011	300	-57478967.75	828113134.9	10335015.89	111054069.9	448267058.3	3247514587	796.6342284	116.2441949	13.56263729
1.062507341e-006	1e-011	300	-57757033.83	829743074.8	10360263.26	111071290.3	449221488.4	3265170411	797.2718221	116.3507715	13.62728147
1.064427068e-006	1e-011	300	-58035274.36	831374125.1	10385549.22	111088498.1	450176653	3282898113	797.9090538	116.4571977	13.69217711
1.066347975e-006	1e-011	300	-58313689.29	833006285.5	10410873.77	111105693.4	451132551.8	3300697904	798.5459243	116.5634738	13.75732495
1.068270062e-006	1e-011	300	-58592278.56	834639555.2	10436236.93	111122876.1	452089184.4	3318569994	799.1824344	116.6696	13.82272571
1.070193329e-006	1e-011	300	-58871042.11	836273934	10461638.71	111140046.2	453046550.6	3336514594	799.8185847	116.7755766	13.88838012
1.072117774e-006	1e-011	300	-59149979.9	837909421.1	10487079.13	111157203.7	454004649.8	3354531915	800.4543763	116.881404	13.95428891
1.074043398e-006	1e-011	300	-59429091.85	839546016.2	10512558.2	111174348.5	454963481.9	3372622171	801.0898098	116.9870823	14.02045282
1.075970201e-006	1e-011	300	-59708377.92	841183718.7	10538075.93	111191480.8	455923046.4	3390785571	801.724886	117.0926119	14.08687257
1.077898181e-006	1e-011	300	-59987838.06	842822528.1	10563632.34	111208600.3	456883343.1	3409022330	802.3596058	117.197993	14.15354891
1.07982734e-006	1e-011	300	-60267472.2	844462443.9	10589227.43	111225707.2	457844371.6	3427332660	802.9939698	117.3032258	14.22048256
1.081757675e-006	1e-011	300	-60547280.29	846103465.6	10614861.23	111242801.3	458806131.5	3445716775	803.627979	117.4083108	14.28767427
1.083689188e-006	1e-011	300	-60827262.28	847745592.7	10640533.74	111259882.7	459768622.5	3464174888	804.2616339	117.5132481	14.35512477
1.085621877e-006	1e-011	300	-61107418.1	849388824.7	10666244.98	111276951.3	460731844.3	3482707214	804.8949355	117.6180379	14.42283481
1.087555743e-006	1e-011	300	-61387747.72	851033161.1	10691994.96	111294007.2	461695796.6	3501313968	805.5278845	117.7226807	14.49080513
1.089490784e-006	1e-011	300	-61668251.06	852678601.3	10717783.7	111311050.3	462660478.9	3519995363	806.1604817	117.8271766	14.55903647
1.091427001e-006	1e-011	300	-61948928.08	854325144.9	10743611.2	111328080.5	463625891.1	3538751616	806.7927277	117.9315259	14.62752957
1.093364393e-006	1e-011	300	-62229778.71	855972791.4	10769477.49	111345097.9	464592032.6	3557582943	807.4246234	118.0357289	14.69628519
1.09530296e-006	1e-011	300	-62510802.91	857621540.3	10795382.56	111362102.4	465558903.3	3576489560	808.0561695	118.1397859	14.76530406
1.097242702e-006	1e-011	300	-62792000.62	859271391	10821326.45	111379094.1	466526502.8	3595471682	808.6873667	118.2436971	14.83458694
1.099183618e-006	1e-011	300	-63073371.78	860922343.1	10847309.15	111396072.9	467494830.6	3614529528	809.3182159	118.3474628	14.90413457
1.101125708e-006	1e-011	300	-63354916.34	862574396.1	10873330.69	111413038.7	468463886.6	3633663315	809.9487176	118.4510832	14.97394772
1.103068971e-006	1e-011	300	-63636634.24	864227549.4	10899391.07	111429991.6	469433670.4	3652873261	810.5788728	118.5545586	15.04402713
1.105013408e-006	1e-011	300	-63918525.43	865881802.7	10925490.3	111446931.5	470404181.6	3672159583	811.2086821	118.6578893	15.11437355
1.106959017e-006	1e-011	300	-64200589.85	867537155.3	10951628.41	111463858.4	471375420	3691522501	811.8381461	118.7610756	15.18498774
1.108905799e-006	1e-011	300	-64482827.45	869193606.8	10977805.4	111480772.4	472347385.1	3710962233	812.4672658	118.8641177	15.25587047
1.110853753e-006	1e-011	300	-64765238.17	870851156.7	11004021.29	111497673.3	473320076.7	3730479000	813.0960417	118.9670159	15.32702248
1.112802879e-006	1e-011	300	-65047821.95	872509804.5	11030276.09	111514561.1	474293494.4	3750073020	813.7244747	119.0697704	15.39844454
1.114753176e-006	1e-011	300	-65330578.75	874169549.7	11056569.8	111531435.9	475267638	3769744514	814.3525654	119.1723816	15.47013741
1.116704644e-006	1e-011	300	-65613508.5	875830391.7	11082902.46	111548297.6	476242507	3789493702	814.9803144	119.2748496	15.54210185
1.118657283e-006	1e-011	300	-65896611.16	877492330.3	11109274.06	111565146.2	477218101.1	3809320806	815.6077227	119.3771747	15.61433863
1.120611093e-006	1e-011	300	-66179886.66	879155364.7	11135684.61	111581981.7	478194420.1	3829226048	816.2347907	119.4793573	15.68684851
1.122566072e-006	1e-011	300	-66463334.95	880819494.6	11162134.14	111598804	479171463.6	3849209649	816.8615194	119.5813975	15.75963225
1.124522221e-006	1e-011	300	-66746955.98	882484719.4	11188622.66	111615613.1	480149231.3	3869271830	817.4879092	119.6832956	15.83269064
1.12647954e-006	1e-011	300	-67030749.68	884151038.6	11215150.17	111632409.1	481127722.9	3889412816	818.113961	119.7850519	15.90602443
1.128438027e-006	1e-011	300	-67314716.02	885818451.8	11241716.69	111649191.8	482106937.9	3909632829	818.7396754	119.8866666	15.9796344
1.130397684e-006	1e-011	300	-67598854.92	887486958.5	11268322.23	111665961.4	483086876.2	3929932093	819.3650532	119.9881401	16.05352132
1.132358508e-006	1e-011	300	-67883166.34	889156558.2	11294966.81	111682717.6	484067537.4	3950310831	819.990095	120.0894725	16.12768596
1.134320501e-006	1e-011	300	-68167650.22	890827250.4	11321650.43	111699460.6	485048921.1	3970769267	820.6148014	120.1906641	16.2021291
1.136283661e-006	1e-011	300	-68452306.51	892499034.6	11348373.11	111716190.3	486031027.1	3991307627	821.2391732	120.2917152	16.27685152
1.138247989e-006	1e-011	300	-68737135.15	894171910.4	11375134.87	111732906.7	487013855.1	4011926136	821.8632111	120.392626	16.351854
1.140213483e-006	1e-011	300	-69022136.08	895845877.1	11401935.7	111749609.8	487997404.6	4032625019	822.4869156	120.4933968	16.42713731
1.142180144e-006	1e-011	300	-69307309.26	897520934.5	11428775.64	111766299.5	488981675.4	4053404502	823.1102876	120.5940279	16.50270224
1.144147971e-006	1e-011	300	-69592654.62	899197081.9	11455654.68	111782975.8	489966667.2	4074264812	823.7333276	120.6945195	16.57854956
1.146116964e-006	1e-011	300	-69878172.11	900874318.9	11482572.84	111799638.8	490952379.7	4095206175	824.3560363	120.7948718	16.65468007
1.148087123e-006	1e-011	300	-70163861.68	902552645	11509530.13	111816288.3	491938812.5	4116228818	824.9784144	120.8950852	16.73109454
1.150058447e-006	1e-011	300	-70449723.27	904232059.7	11536526.57	111832924.4	492925965.3	4137332969	825.6004626	120.9951598	16.80779377
1.152030936e-006	1e-011	300	-70735756.82	905912562.6	11563562.17	111849547.1	493913837.8	4158518856	826.2221814	121.0950959	16.88477855
1.154004589e-006	1e-011	300	-71021962.29	907594153.2	11590636.93	111866156.3	494902429.7	4179786707	826.8435715	121.1948939	16.96204965
1.155979407e-006	1e-011	300	-71308339.61	909276831	11617750.88	111882752	495891740.7	4201136751	827.4646337	121.2945538	17.03960788
1.157955388e-006	1e-011	300	-71594888.74	910960595.4	11644904.01	111899334.2	496881770.4	4222569218	828.0853685	121.3940761	17.11745403
1.159932533e-006	1e-011	300	-71881609.62	912645446.1	11672096.36	111915902.8	497872518.6	4244084337	828.7057765	121.4934609	17.19558888
1.161910841e-006	1e-011	300	-72168502.19	914331382.6	11699327.92	111932457.9	498863985	4265682338	829.3258585	121.5927084	17.27401324
1.163890312e-006	1e-011	300	-72455566.39	916018404.3	11726598.7	111948999.5	499856169.1	4287363452	829.945615	121.6918191	17.35272791
1.165870945e-006	1e-011	300	-72742802.18	917706510.8	11753908.73	111965527.4	500849070.8	4309127909	830.5650467	121.790793	17.43173367
1.16785274e-006	1e-011	300	-73030209.5	919395701.7	11781258.01	111982041.7	501842689.6	4330975940	831.1841542	121.8896304	17.51103133
1.169835697e-006	1e-011	300	-73317788.29	921085976.4	11808646.56	111998542.5	502837025.4	4352907778	831.8029381	121.9883317	17.5906217
1.171819815e-006	1e-011	300	-73605538.5	922777334.4	11836074.38	112015029.5	503832077.7	4374923655	832.4213991	122.086897	17.67050557
1.173805095e-006	1e-011	300	-73893460.08	924469775.4	11863541.49	112031502.9	504827846.3	4397023803	833.0395378	122.1853265	17.75068375
1.175791535e-006	1e-011	300	-74181552.96	926163298.8	11891047.91	112047962.6	505824330.9	4419208454	833.6573548	122.2836207	17.83115703
1.177779135e-006	1e-011	300	-74469817.11	927857904.2	11918593.63	112064408.6	506821531.1	4441477843	834.2748508	122.3817796	17.91192624
1.179767896e-006	1e-011	300	-74758252.45	929553591	11946178.67	112080840.9	507819446.6	4463832203	834.8920262	122.4798035	17.99299218
1.181757816e-006	1e-011	300	-75046858.94	931250358.9	11973803.05	112097259.4	508818077.2	4486271769	835.5088818	122.5776928	18.07435566
1.183748896e-006	1e-011	300	-75335636.52	932948207.3	12001466.78	112113664.2	509817422.5	4508796774	836.1254182	122.6754475	18.15601748
1.185741134e-006	1e-011	300	-75624585.14	934647135.8	12029169.87	112130055.2	510817482.2	4531407455	836.7416359	122.7730681	18.23797847
1.187734531e-006	1e-011	300	-75913704.74	936347143.9	12056912.32	112146432.3	511818256.1	4554104045	837.3575356	122.8705546	18.32023943
1.189729086e-006	1e-011	300	-76202995.27	938048231.1	12084694.16	112162795.7	512819743.7	4576886782	837.9731178	122.9679075	18.40280118
1.1917248e-006	1e-011	300	-76492456.67	939750396.9	12112515.39	112179145.2	513821944.9	4599755902	838.5883832	123.0651268	18.48566455
1.193721671e-006	1e-011	300	-76782088.89	941453641	12140376.03	112195480.8	514824859.2	4622711641	839.2033324	123.1622129	18.56883033
1.195719699e-006	1e-011	300	-77071891.88	943157962.8	12168276.08	112211802.6	515828486.5	4645754236	839.8179659	123.259166	18.65229937
1.197718884e-006	1e-011	300	-77361865.58	944863361.9	12196215.56	112228110.5	516832826.3	4668883925	840.4322843	123.3559864	18.73607247
1.199719225e-006	1e-011	300	-77652009.94	946569837.8	12224194.48	112244404.4	517837878.5	4692100945	841.0462882	123.4526742	18.82015046
1.201720723e-006	1e-011	300	-77942324.89	948277390	12252212.84	112260684.4	518843642.6	4715405536	841.6599783	123.5492298	18.90453417
1.203723377e-006	1e-011	300	-78232810.4	949986018.1	12280270.67	112276950.5	519850118.4	4738797936	842.273355	123.6456534	18.98922442
1.205727186e-006	1e-011	300	-78523466.39	951695721.5	12308367.98	112293202.5	520857305.5	4762278384	842.886419	123.7419451	19.07422203
1.20773215e-006	1e-011	300	-78814292.83	953406500	12336504.76	112309440.6	521865203.8	4785847119	843.4991708	123.8381053	19.15952785
1.209738269e-006	1e-011	300	-79105289.65	955118352.9	12364681.05	112325664.7	522873812.8	4809504383	844.111611	123.9341342	19.24514268
1.211745543e-006	1e-011	300	-79396456.8	956831279.8	12392896.84	112341874.7	523883132.4	4833250414	844.7237402	124.0300321	19.33106738
1.213753971e-006	1e-011	300	-79687794.23	958545280.3	12421152.15	112358070.7	524893162.1	4857085455	845.335559	124.1257991	19.41730276
1.215763552e-006	1e-011	300	-79979301.88	960260353.8	12449446.98	112374252.6	525903901.7	4881009746	845.9470678	124.2214355	19.50384967
1.217774287e-006	1e-011	300	-80270979.69	961976500	12477781.36	112390420.4	526915350.8	4905023530	846.5582674	124.3169416	19.59070894
1.219786175e-006	1e-011	300	-80562827.62	963693718.4	12506155.29	112406574.1	527927509.3	4929127047	847.1691582	124.4123176	19.6778814
1.221799216e-006	1e-011	300	-80854845.61	965412008.5	12534568.78	112422713.6	528940376.7	4953320542	847.7797407	124.5075637	19.76536791
1.223813409e-006	1e-011	300	-81147033.61	967131369.9	12563021.85	112438839.1	529953952.8	4977604256	848.3900156	124.6026802	19.85316929
1.225828755e-006	1e-011	300	-81439391.55	968851802	12591514.5	112454950.3	530968237.4	5001978434	848.9999835	124.6976672	19.94128638
1.227845251e-006	1e-011	300	-81731919.39	970573304.5	12620046.75	112471047.4	531983230	5026443318	849.6096447	124.7925252	20.02972004
1.2298629e-006	1e-011	300	-82024617.08	972295876.9	12648618.6	112487130.3	532998930.4	5050999154	850.219	124.8872542	20.11847111
1.231881699e-006	1e-011	300	-82317484.55	974019518.7	12677230.08	112503198.9	534015338.3	5075646186	850.8280498	124.9818545	20.20754043
1.233901649e-006	1e-011	300	-82610521.76	975744229.5	12705881.18	112519253.3	535032453.5	5100384659	851.4367947	125.0763263	20.29692884
1.235922749e-006	1e-011	300	-82903728.65	977470008.8	12734571.92	112535293.5	536050275.5	5125214819	852.0452353	125.1706699	20.38663721
1.237945e-006	1e-011	300	-83197105.16	979196856.1	12763302.31	112551319.3	537068804.2	5150136911	852.653372	125.2648856	20.47666638
1.239968399e-006	1e-011	300	-83490651.25	980924771.1	12792072.37	112567330.9	538088039.2	5175151183	853.2612054	125.3589735	20.56701719
1.241992949e-006	1e-011	300	-83784366.85	982653753.2	12820882.09	112583328.1	539107980.2	5200257880	853.868736	125.4529338	20.65769051
1.244018647e-006	1e-011	300	-84078251.92	984383802	12849731.5	112599311.1	540128627	5225457250	854.4759645	125.5467669	20.74868719
1.246045493e-006	1e-011	300	-84372306.41	986114917.1	12878620.61	112615279.6	541149979.3	5250749541	855.0828912	125.640473	20.84000809
1.248073488e-006	1e-011	300	-84666530.24	987847098	12907549.42	112631233.8	542172036.7	5276135000	855.6895167	125.7340522	20.93165406
1.250102631e-006	1e-011	300	-84960923.38	989580344.2	12936517.94	112647173.6	543194798.9	5301613877	856.2958416	125.8275048	21.02362596
1.252132922e-006	1e-011	300	-85255485.77	991314655.3	12965526.19	112663099	544218265.8	5327186420	856.9018664	125.920831	21.11592466
1.254164359e-006	1e-011	300	-85550217.36	993050030.8	12994574.18	112679010	545242436.9	5352852878	857.5075916	126.0140312	21.20855102
1.256196944e-006	1e-011	300	-85845118.08	994786470.4	13023661.91	112694906.5	546267312.1	5378613502	858.1130177	126.1071054	21.30150589
1.258230675e-006	1e-011	300	-86140187.89	996523973.5	13052789.41	112710788.6	547292890.9	5404468541	858.7181452	126.200054	21.39479015
1.260265552e-006	1e-011	300	-86435426.74	998262539.6	13081956.67	112726656.1	548319173.2	5430418246	859.3229746	126.2928771	21.48840466
1.262301575e-006	1e-011	300	-86730834.57	1000002168	13111163.71	112742509.2	549346158.6	5456462868	859.9275065	126.385575	21.58235029
1.264338743e-006	1e-011	300	-87026411.32	1001742860	13140410.54	112758347.8	550373846.8	5482602659	860.5317414	126.4781479	21.67662791
1.266377057e-006	1e-011	300	-87322156.94	1003484612	13169697.17	112774171.8	551402237.6	5508837871	861.1356797	126.570596	21.77123839
1.268416516e-006	1e-011	300	-87618071.39	1005227426	13199023.61	112789981.3	552431330.7	5535168756	861.739322	126.6629197	21.86618261
1.270457118e-006	1e-011	300	-87914154.59	1006971301	13228389.88	112805776.2	553461125.7	5561595566	862.3426688	126.755119	21.96146143
1.272498865e-006	1e-011	300	-88210406.51	1008716237	13257795.97	112821556.5	554491622.5	5588118556	862.9457206	126.8471942	22.05707573
1.274541756e-006	1e-011	300	-88506827.09	1010462232	13287241.91	112837322.2	555522820.6	5614737978	863.5484778	126.9391456	22.1530264
1.27658579e-006	1e-011	300	-88803416.27	1012209287	13316727.7	112853073.2	556554719.9	5641454086	864.150941	127.0309734	22.24931431
1.278630968e-006	1e-011	300	-89100174	1013957401	13346253.35	112868809.7	557587320	5668267136	864.7531107	127.1226778	22.34594033
1.280677287e-006	1e-011	300	-89397100.23	1015706574	13375818.88	112884531.4	558620620.7	5695177382	865.3549873	127.2142589	22.44290536
1.28272475e-006	1e-011	300	-89694194.9	1017456804	13405424.29	112900238.5	559654621.7	5722185079	865.9565713	127.3057172	22.54021027
1.284773354e-006	1e-011	300	-89991457.96	1019208093	13435069.59	112915930.9	560689322.6	5749290484	866.5578633	127.3970527	22.63785595
1.2868231e-006	1e-011	300	-90288889.35	1020960439	13464754.8	112931608.5	561724723.3	5776493852	867.1588637	127.4882657	22.73584329
1.288873988e-006	1e-011	300	-90586489.03	1022713842	13494479.92	112947271.5	562760823.3	5803795440	867.759573	127.5793564	22.83417316
1.290926016e-006	1e-011	300	-90884256.94	1024468301	13524244.96	112962919.6	563797622.5	5831195505	868.3599917	127.670325	22.93284647
1.292979185e-006	1e-011	300	-91182193.02	1026223816	13554049.94	112978553.1	564835120.6	5858694305	868.9601203	127.7611718	23.0318641
1.295033495e-006	1e-011	300	-91480297.23	1027980387	13583894.87	112994171.7	565873317.2	5886292098	869.5599592	127.851897	23.13122695
1.297088944e-006	1e-011	300	-91778569.5	1029738013	13613779.75	113009775.5	566912212.2	5913989142	870.1595089	127.9425008	23.2309359
1.299145533e-006	1e-011	300	-92077009.79	1031496693	13643704.59	113025364.5	567951805.1	5941785695	870.7587699	128.0329834	23.33099185
1.301203261e-006	1e-011	300	-92375618.04	1033256428	13673669.41	113040938.6	568992095.8	5969682018	871.3577426	128.123345	23.43139571
1.303262128e-006	1e-011	300	-92674394.2	1035017217	13703674.21	113056497.9	570033083.9	5997678370	871.9564276	128.2135859	23.53214836
1.305322134e-006	1e-011	300	-92973338.21	1036779058	13733719.01	113072042.3	571074769.2	6025775010	872.5548253	128.3037063	23.63325071
1.307383278e-006	1e-011	300	-93272450.03	1038541953	13763803.81	113087571.8	572117151.4	6053972200	873.1529361	128.3937064	23.73470366
1.30944556e-006	1e-011	300	-93571729.59	1040305901	13793928.63	113103086.4	573160230.2	6082270201	873.7507606	128.4835864	23.83650811
1.31150898e-006	1e-011	300	-93871176.85	1042070900	13824093.47	113118586.1	574204005.4	6110669274	874.3482991	128.5733465	23.93866496
1.313573536e-006	1e-011	300	-94170791.75	1043836951	13854298.35	113134070.8	575248476.6	6139169680	874.9455522	128.662987	24.04117513
1.31563923e-006	1e-011	300	-94470574.24	1045604053	13884543.27	113149540.6	576293643.6	6167771682	875.5425203	128.7525081	24.14403951
1.31770606e-006	1e-011	300	-94770524.27	1047372206	13914828.25	113164995.3	577339506.1	6196475544	876.1392039	128.8419099	24.24725902
1.319774026e-006	1e-011	300	-95070641.77	1049141410	13945153.28	113180435.1	578386063.8	6225281527	876.7356034	128.9311927	24.35083456
1.321843129e-006	1e-011	300	-95370926.71	1050911663	13975518.4	113195859.9	579433316.5	6254189896	877.3317192	129.0203568	24.45476706
1.323913366e-006	1e-011	300	-95671379.02	1052682965	14005923.59	113211269.6	580481263.9	6283200914	877.9275519	129.1094022	24.55905741
1.325984739e-006	1e-011	300	-95971998.66	1054455317	14036368.88	113226664.3	581529905.6	6312314847	878.5231018	129.1983293	24.66370655
1.328057247e-006	1e-011	300	-96272785.56	1056228717	14066854.27	113242043.9	582579241.5	6341531959	879.1183694	129.2871383	24.76871537
1.330130889e-006	1e-011	300	-96573739.68	1058003166	14097379.78	113257408.4	583629271.2	6370852515	879.7133552	129.3758294	24.87408481
1.332205665e-006	1e-011	300	-96874860.97	1059778662	14127945.4	113272757.8	584679994.5	6400276781	880.3080596	129.4644027	24.97981577
1.334281575e-006	1e-011	300	-97176149.36	1061555205	14158551.16	113288092.1	585731411.1	6429805024	880.902483	129.5528585	25.08590919
1.336358618e-006	1e-011	300	-97477604.81	1063332795	14189197.06	113303411.2	586783520.7	6459437510	881.4966259	129.6411971	25.19236597
1.338436795e-006	1e-011	300	-97779227.27	1065111432	14219883.11	113318715.2	587836323.1	6489174506	882.0904888	129.7294185	25.29918706
1.340516104e-006	1e-011	300	-98081016.68	1066891115	14250609.32	113334004	588889818	6519016280	882.6840719	129.8175231	25.40637337
1.342596546e-006	1e-011	300	-98382972.98	1068671843	14281375.7	113349277.7	589944005.1	6548963100	883.2773759	129.905511	25.51392582
1.34467812e-006	1e-011	300	-98685096.14	1070453617	14312182.27	113364536.1	590998884.1	6579015234	883.8704011	129.9933825	25.62184535
1.346760825e-006	1e-011	300	-98987386.08	1072236435	14343029.01	113379779.3	592054454.7	6609172951	884.4631479	130.0811378	25.73013289
1.348844662e-006	1e-011	300	-99289842.76	1074020297	14373915.96	113395007.2	593110716.8	6639436520	885.0556169	130.168777	25.83878937
1.35092963e-006	1e-011	300	-99592466.13	1075805204	14404843.12	113410219.9	594167670	6669806212	885.6478083	130.2563004	25.94781572
1.353015729e-006	1e-011	300	-99895256.14	1077591154	14435810.49	113425417.3	595225314	6700282296	886.2397226	130.3437082	26.05721288
1.355102958e-006	1e-011	300	-100198212.7	1079378147	14466818.09	113440599.5	596283648.7	6730865043	886.8313603	130.4310006	26.16698178
1.357191317e-006	1e-011	300	-100501335.8	1081166182	14497865.92	113455766.3	597342673.6	6761554724	887.4227218	130.5181779	26.27712336
1.359280805e-006	1e-011	300	-100804625.4	1082955260	14528954	113470917.8	598402388.6	6792351611	888.0138075	130.6052401	26.38763856
1.361371423e-006	1e-011	300	-101108081.4	1084745379	14560082.34	113486053.9	599462793.3	6823255975	888.6046178	130.6921876	26.49852831
1.36346317e-006	1e-011	300	-101411703.8	1086536540	14591250.93	113501174.7	600523887.5	6854268090	889.1951531	130.7790204	26.60979357
1.365556046e-006	1e-011	300	-101715492.5	1088328741	14622459.8	113516280.1	601585671	6885388227	889.7854138	130.865739	26.72143528
1.36765005e-006	1e-011	300	-102019447.5	1090121983	14653708.96	113531370.2	602648143.5	6916616660	890.3754005	130.9523433	26.83345437
